order_item_id,order_id,product_id,quantity,unit_price,line_discount,line_total
62,21,5,5,631.63,315.82,2842.33
63,22,99,2,24.54,2.45,46.63
64,22,67,4,165.1,66.04,594.36
65,23,102,1,256.23,38.43,217.8
66,23,100,3,102.73,15.41,292.78
67,24,63,5,179.51,89.76,807.79
68,24,67,5,165.1,41.28,784.22
69,25,125,2,65.72,6.57,124.87
70,25,160,2,355.69,0,711.38
71,26,139,5,96.93,0,484.65
72,26,150,2,64.97,0,129.94
73,27,71,2,464.53,46.45,882.61
74,27,38,3,196.28,0,588.84
75,27,59,4,11.84,0,47.36
76,27,35,4,201.51,0,806.04
77,27,67,1,165.1,0,165.1
78,28,30,2,64.7,12.94,116.46
79,28,88,1,56.98,0,56.98
80,29,99,2,24.54,0,49.08
81,29,158,1,333.15,16.66,316.49
82,29,154,2,156.3,46.89,265.71
83,29,43,5,77.22,19.31,366.79
84,30,139,1,96.93,0,96.93
85,30,39,3,41.63,6.24,118.65
86,30,115,2,91.5,18.3,164.7
87,30,160,4,355.69,0,1422.76
88,31,8,4,119,23.8,452.2
89,31,59,1,11.84,0,11.84
90,32,19,2,89.64,26.89,152.39
91,32,166,2,142.79,28.56,257.02
92,32,7,4,139.25,83.55,473.45
93,33,111,1,50.27,0,50.27
94,33,100,1,102.73,5.14,97.59
95,34,153,4,270.19,0,1080.76
96,34,124,1,36.3,0,36.3
97,34,180,4,170.32,102.19,579.09
98,34,154,1,156.3,31.26,125.04
99,35,28,4,100.99,40.4,363.56
100,35,18,3,325.63,0,976.89
101,35,20,1,45.98,0,45.98
102,35,155,2,48.02,9.6,86.44
103,35,1,3,784.44,117.67,2235.65
104,36,124,1,36.3,0,36.3
105,37,99,1,24.54,0,24.54
106,37,150,4,64.97,25.99,233.89
107,38,6,5,582.88,0,2914.4
108,38,111,2,50.27,0,100.54
109,38,46,4,36.66,7.33,139.31
110,39,10,1,679.85,33.99,645.86
111,39,1,3,784.44,0,2353.32
112,39,76,3,71.53,32.19,182.4
113,40,99,1,24.54,1.23,23.31
114,40,18,1,325.63,0,325.63
115,40,20,1,45.98,0,45.98
116,40,111,4,50.27,20.11,180.97
117,40,100,3,102.73,15.41,292.78
118,41,6,3,582.88,0,1748.64
119,42,124,2,36.3,3.63,68.97
120,42,98,5,86.81,0,434.05
121,43,26,1,237.54,11.88,225.66
122,43,28,3,100.99,15.15,287.82
123,43,59,1,11.84,0,11.84
124,43,38,1,196.28,29.44,166.84
125,44,157,3,351.75,105.53,949.72
126,44,20,5,45.98,0,229.9
127,45,38,2,196.28,39.26,353.3
128,45,42,5,218.88,0,1094.4
129,46,157,3,351.75,105.53,949.72
130,46,35,3,201.51,30.23,574.3
131,46,115,5,91.5,45.75,411.75
132,46,46,2,36.66,0,73.32
133,47,28,2,100.99,0,201.98
134,47,150,3,64.97,19.49,175.42
135,47,135,2,49.07,0,98.14
136,47,160,2,355.69,106.71,604.67
137,47,139,5,96.93,0,484.65
138,48,150,4,64.97,25.99,233.89
139,48,88,2,56.98,11.4,102.56
140,49,169,5,289.4,72.35,1374.65
141,49,18,3,325.63,146.53,830.36
142,49,59,3,11.84,0,35.52
143,49,48,2,122.03,0,244.06
144,49,76,4,71.53,42.92,243.2
145,50,150,2,64.97,0,129.94
146,50,131,4,8.99,1.8,34.16
147,50,128,2,46.57,0,93.14
148,51,163,1,226.52,11.33,215.19
149,51,33,3,146.52,21.98,417.58
150,51,100,5,102.73,0,513.65
151,52,102,5,256.23,0,1281.15
152,52,157,4,351.75,0,1407
153,52,163,3,226.52,33.98,645.58
154,53,99,5,24.54,12.27,110.43
155,53,111,5,50.27,0,251.35
156,53,71,1,464.53,0,464.53
157,53,10,2,679.85,135.97,1223.73
158,53,131,3,8.99,0,26.97
159,54,131,5,8.99,4.5,40.45
160,54,12,5,382.07,0,1910.35
161,54,28,1,100.99,0,100.99
162,55,100,1,102.73,0,102.73
163,55,11,3,731.47,438.88,1755.53
164,55,10,1,679.85,33.99,645.86
165,55,1,4,784.44,470.66,2667.1
166,55,48,1,122.03,12.2,109.83
167,56,175,1,167.42,16.74,150.68
168,56,166,2,142.79,14.28,271.3
169,56,173,5,135.57,0,677.85
170,57,111,2,50.27,5.03,95.51
171,57,67,3,165.1,0,495.3
172,57,80,2,14.23,0,28.46
173,58,28,1,100.99,0,100.99
174,58,30,2,64.7,0,129.4
175,58,18,3,325.63,0,976.89
176,59,139,3,96.93,58.16,232.63
177,59,154,3,156.3,0,468.9
178,59,127,4,111.61,22.32,424.12
179,60,111,3,50.27,0,150.81
180,60,63,1,179.51,0,179.51
181,61,143,3,61.69,0,185.07
182,61,100,1,102.73,0,102.73
183,61,150,1,64.97,0,64.97
184,61,20,3,45.98,27.59,110.35
185,62,39,3,41.63,0,124.89
186,62,150,4,64.97,25.99,233.89
187,63,7,3,139.25,0,417.75
188,64,1,5,784.44,392.22,3529.98
189,64,6,5,582.88,0,2914.4
190,64,48,1,122.03,0,122.03
191,65,48,4,122.03,24.41,463.71
192,65,46,4,36.66,0,146.64
193,65,65,3,495.18,0,1485.54
194,66,166,1,142.79,0,142.79
195,66,129,5,146.74,0,733.7
196,66,63,3,179.51,53.85,484.68
197,66,176,1,159.1,0,159.1
198,67,26,5,237.54,118.77,1068.93
199,67,5,2,631.63,63.16,1200.1
200,67,115,1,91.5,13.73,77.77
201,68,98,5,86.81,21.7,412.35
202,68,154,2,156.3,0,312.6
203,69,33,4,146.52,87.91,498.17
204,69,99,1,24.54,3.68,20.86
205,69,98,2,86.81,26.04,147.58
206,69,39,5,41.63,31.22,176.93
207,70,18,4,325.63,195.38,1107.14
208,70,98,2,86.81,8.68,164.94
209,70,26,1,237.54,23.75,213.79
210,70,11,1,731.47,0,731.47
211,71,35,2,201.51,60.45,342.57
212,71,154,3,156.3,23.45,445.45
213,71,10,4,679.85,0,2719.4
214,71,157,2,351.75,0,703.5
215,71,2,3,645.05,193.52,1741.63
216,72,125,2,65.72,0,131.44
217,72,65,4,495.18,99.04,1881.68
218,73,16,2,100.05,10.01,190.09
219,73,42,4,218.88,0,875.52
220,73,28,1,100.99,10.1,90.89
221,73,102,3,256.23,115.3,653.39
222,74,173,4,135.57,0,542.28
223,74,111,4,50.27,20.11,180.97
224,75,18,1,325.63,16.28,309.35
225,75,30,5,64.7,0,323.5
226,75,28,2,100.99,20.2,181.78
227,75,125,1,65.72,0,65.72
228,76,42,5,218.88,0,1094.4
229,76,6,4,582.88,233.15,2098.37
230,77,141,1,74.42,0,74.42
231,77,8,3,119,0,357
232,77,1,2,784.44,0,1568.88
233,78,171,1,248.68,0,248.68
234,78,166,3,142.79,42.84,385.53
235,78,176,5,159.1,0,795.5
236,78,42,1,218.88,10.94,207.94
237,79,145,3,18.06,0,54.18
238,79,76,3,71.53,10.73,203.86
239,79,143,4,61.69,0,246.76
240,79,150,1,64.97,0,64.97
241,79,139,4,96.93,77.54,310.18
242,80,2,1,645.05,0,645.05
243,80,18,3,325.63,0,976.89
244,80,10,5,679.85,169.96,3229.29
245,81,76,1,71.53,3.58,67.95
246,81,10,1,679.85,33.99,645.86
247,81,6,1,582.88,58.29,524.59
248,82,34,3,163.1,0,489.3
249,82,39,3,41.63,6.24,118.65
250,82,148,5,42,21,189
251,83,67,4,165.1,33.02,627.38
252,83,154,5,156.3,0,781.5
253,83,163,5,226.52,56.63,1075.97
254,84,59,2,11.84,0,23.68
255,85,10,5,679.85,0,3399.25
256,85,76,2,71.53,14.31,128.75
257,85,11,4,731.47,292.59,2633.29
258,86,76,1,71.53,3.58,67.95
259,86,128,5,46.57,0,232.85
260,87,158,5,333.15,249.86,1415.89
261,87,31,3,189.7,0,569.1
262,87,117,3,82.18,36.98,209.56
263,87,111,4,50.27,0,201.08
264,87,155,3,48.02,0,144.06
265,88,128,2,46.57,0,93.14
266,88,18,3,325.63,97.69,879.2
267,88,26,4,237.54,142.52,807.64
268,89,63,5,179.51,0,897.55
269,89,67,4,165.1,33.02,627.38
270,89,65,4,495.18,0,1980.72
271,89,80,1,14.23,0.71,13.52
272,90,153,1,270.19,0,270.19
273,90,99,4,24.54,9.82,88.34
274,90,155,5,48.02,0,240.1
275,90,26,4,237.54,0,950.16
276,91,46,4,36.66,0,146.64
277,91,111,3,50.27,22.62,128.19
278,91,30,4,64.7,25.88,232.92
279,91,59,4,11.84,9.47,37.89
280,92,152,2,304.15,91.25,517.05
281,92,167,3,284.99,42.75,812.22
282,92,160,5,355.69,177.85,1600.6
283,92,59,4,11.84,0,47.36
284,93,76,3,71.53,21.46,193.13
285,93,111,3,50.27,0,150.81
286,93,155,3,48.02,28.81,115.25
287,93,65,3,495.18,148.55,1336.99
288,94,154,5,156.3,117.23,664.27
289,95,10,1,679.85,0,679.85
290,95,63,2,179.51,17.95,341.07
291,95,157,4,351.75,0,1407
292,96,18,5,325.63,162.82,1465.33
293,96,19,1,89.64,0,89.64
294,96,28,4,100.99,20.2,383.76
295,97,76,4,71.53,0,286.12
296,98,42,4,218.88,43.78,831.74
297,99,171,2,248.68,0,497.36
298,99,179,1,183.74,0,183.74
299,99,167,2,284.99,28.5,541.48
300,99,175,2,167.42,0,334.84
301,100,65,4,495.18,198.07,1782.65
302,100,67,2,165.1,0,330.2
303,100,63,5,179.51,0,897.55
304,101,2,1,645.05,0,645.05
305,101,8,3,119,17.85,339.15
306,101,11,3,731.47,109.72,2084.69
307,101,169,2,289.4,0,578.8
308,102,135,1,49.07,0,49.07
309,102,46,2,36.66,0,73.32
310,102,125,5,65.72,0,328.6
311,103,98,3,86.81,13.02,247.41
312,104,111,3,50.27,0,150.81
313,104,88,5,56.98,0,284.9
314,104,10,2,679.85,0,1359.7
315,104,2,1,645.05,0,645.05
316,105,28,2,100.99,10.1,191.88
317,105,35,5,201.51,100.76,906.79
318,106,129,2,146.74,44.02,249.46
319,106,26,5,237.54,118.77,1068.93
320,107,135,3,49.07,29.44,117.77
321,107,179,2,183.74,0,367.48
322,108,154,5,156.3,78.15,703.35
323,108,160,4,355.69,71.14,1351.62
324,109,2,5,645.05,161.26,3063.99
325,109,124,3,36.3,0,108.9
326,110,102,2,256.23,0,512.46
327,110,99,1,24.54,0,24.54
328,110,33,5,146.52,0,732.6
329,110,98,4,86.81,17.36,329.88
330,111,129,3,146.74,0,440.22
331,111,34,2,163.1,0,326.2
332,111,43,5,77.22,38.61,347.49
333,112,100,2,102.73,0,205.46
334,113,127,5,111.61,27.9,530.15
335,113,76,5,71.53,71.53,286.12
336,113,115,5,91.5,0,457.5
337,114,152,3,304.15,136.87,775.58
338,114,16,3,100.05,15.01,285.14
339,114,1,1,784.44,39.22,745.22
340,115,88,5,56.98,0,284.9
341,115,20,2,45.98,18.39,73.57
342,115,26,4,237.54,0,950.16
343,116,135,1,49.07,7.36,41.71
344,116,143,2,61.69,0,123.38
345,117,117,4,82.18,32.87,295.85
346,117,59,5,11.84,2.96,56.24
347,117,111,4,50.27,0,201.08
348,118,6,2,582.88,58.29,1107.47
349,118,173,2,135.57,13.56,257.58
350,118,135,1,49.07,4.91,44.16
351,118,43,4,77.22,0,308.88
352,118,39,1,41.63,0,41.63
353,119,16,3,100.05,15.01,285.14
354,119,28,4,100.99,40.4,363.56
355,119,20,2,45.98,9.2,82.76
356,119,100,3,102.73,15.41,292.78
357,119,18,1,325.63,0,325.63
358,120,76,1,71.53,0,71.53
359,120,173,3,135.57,0,406.71
360,120,10,5,679.85,169.96,3229.29
361,121,5,3,631.63,0,1894.89
362,121,179,2,183.74,55.12,312.36
363,122,111,5,50.27,0,251.35
364,122,137,4,48.66,0,194.64
365,122,180,4,170.32,68.13,613.15
366,122,4,5,170.24,0,851.2
367,122,10,3,679.85,0,2039.55
368,123,154,2,156.3,0,312.6
369,123,42,3,218.88,32.83,623.81
370,123,150,1,64.97,9.75,55.22
371,123,39,2,41.63,8.33,74.93
372,124,137,4,48.66,29.2,165.44
373,124,166,3,142.79,0,428.37
374,125,28,2,100.99,10.1,191.88
375,125,31,5,189.7,47.43,901.07
376,125,16,4,100.05,40.02,360.18
377,126,139,2,96.93,38.77,155.09
378,126,111,3,50.27,0,150.81
379,127,3,3,653.72,98.06,1863.1
380,127,5,4,631.63,0,2526.52
381,127,111,5,50.27,25.14,226.21
382,127,10,4,679.85,0,2719.4
383,128,169,4,289.4,0,1157.6
384,128,63,3,179.51,80.78,457.75
385,129,135,5,49.07,0,245.35
386,129,18,5,325.63,81.41,1546.74
387,129,154,5,156.3,0,781.5
388,129,33,1,146.52,0,146.52
389,130,139,5,96.93,24.23,460.42
390,130,99,1,24.54,1.23,23.31
391,130,63,1,179.51,8.98,170.53
392,131,20,3,45.98,0,137.94
393,131,76,1,71.53,3.58,67.95
394,131,111,1,50.27,5.03,45.24
395,131,115,4,91.5,54.9,311.1
396,132,9,5,445.49,111.37,2116.08
397,132,100,4,102.73,20.55,390.37
398,133,63,5,179.51,0,897.55
399,133,7,1,139.25,6.96,132.29
400,133,67,5,165.1,0,825.5
401,134,180,4,170.32,0,681.28
402,134,150,1,64.97,9.75,55.22
403,134,38,5,196.28,49.07,932.33
404,135,76,3,71.53,0,214.59
405,135,98,3,86.81,26.04,234.39
406,135,88,4,56.98,45.58,182.34
407,135,137,1,48.66,0,48.66
408,136,141,1,74.42,3.72,70.7
409,136,46,1,36.66,0,36.66
410,136,3,3,653.72,98.06,1863.1
411,137,127,2,111.61,22.32,200.9
412,137,111,2,50.27,5.03,95.51
413,137,71,4,464.53,0,1858.12
414,138,143,2,61.69,12.34,111.04
415,138,150,3,64.97,0,194.91
416,138,67,1,165.1,24.77,140.33
417,139,158,5,333.15,0,1665.75
418,139,115,5,91.5,0,457.5
419,139,111,3,50.27,0,150.81
420,140,139,2,96.93,29.08,164.78
421,140,158,4,333.15,133.26,1199.34
422,140,99,2,24.54,0,49.08
423,141,46,5,36.66,0,183.3
424,141,19,1,89.64,0,89.64
425,141,7,4,139.25,0,557
426,142,28,2,100.99,30.3,171.68
427,142,16,4,100.05,0,400.2
428,142,20,5,45.98,0,229.9
429,142,137,5,48.66,36.5,206.8
430,143,2,4,645.05,258.02,2322.18
431,143,46,3,36.66,0,109.98
432,144,65,3,495.18,222.83,1262.71
433,144,16,4,100.05,40.02,360.18
434,144,31,4,189.7,37.94,720.86
435,144,67,1,165.1,0,165.1
436,145,3,4,653.72,130.74,2484.14
437,145,117,5,82.18,61.64,349.26
438,145,8,5,119,59.5,535.5
439,146,7,1,139.25,0,139.25
440,146,67,5,165.1,0,825.5
441,146,33,1,146.52,7.33,139.19
442,147,102,3,256.23,38.43,730.26
443,147,167,5,284.99,0,1424.95
444,148,28,1,100.99,5.05,95.94
445,148,18,5,325.63,0,1628.15
446,148,67,3,165.1,0,495.3
447,149,135,4,49.07,19.63,176.65
448,149,18,4,325.63,260.5,1042.02
449,149,143,3,61.69,0,185.07
450,149,129,1,146.74,0,146.74
451,150,154,2,156.3,62.52,250.08
452,150,157,4,351.75,0,1407
453,151,80,1,14.23,0.71,13.52
454,151,76,5,71.53,0,357.65
455,151,28,2,100.99,20.2,181.78
456,152,180,3,170.32,0,510.96
457,152,166,1,142.79,0,142.79
458,152,8,4,119,0,476
459,153,158,4,333.15,0,1332.6
460,153,128,3,46.57,13.97,125.74
461,153,163,5,226.52,113.26,1019.34
462,153,152,1,304.15,15.21,288.94
463,154,102,5,256.23,0,1281.15
464,154,9,4,445.49,356.39,1425.57
465,154,100,4,102.73,20.55,390.37
466,155,115,5,91.5,0,457.5
467,155,46,5,36.66,0,183.3
468,156,131,4,8.99,0,35.96
469,156,20,1,45.98,0,45.98
470,156,154,1,156.3,23.45,132.85
471,157,179,3,183.74,55.12,496.1
472,157,175,3,167.42,25.11,477.15
473,158,9,4,445.49,267.29,1514.67
474,158,67,3,165.1,0,495.3
475,158,26,5,237.54,0,1187.7
476,158,20,4,45.98,0,183.92
477,159,18,5,325.63,0,1628.15
478,159,16,1,100.05,0,100.05
479,159,175,5,167.42,0,837.1
480,159,19,5,89.64,67.23,380.97
481,160,30,4,64.7,0,258.8
482,160,18,2,325.63,0,651.26
483,160,59,5,11.84,11.84,47.36
484,160,128,5,46.57,11.64,221.21
485,160,163,2,226.52,67.96,385.08
486,161,157,4,351.75,0,1407
487,161,129,5,146.74,0,733.7
488,161,8,2,119,0,238
489,161,160,1,355.69,53.35,302.34
490,162,31,5,189.7,0,948.5
491,163,42,4,218.88,0,875.52
492,163,67,3,165.1,0,495.3
493,163,63,1,179.51,0,179.51
494,163,18,4,325.63,0,1302.52
495,164,117,1,82.18,4.11,78.07
496,164,115,5,91.5,68.63,388.87
497,165,20,2,45.98,0,91.96
498,165,98,2,86.81,26.04,147.58
499,165,158,4,333.15,0,1332.6
500,165,125,1,65.72,3.29,62.43
501,166,88,3,56.98,0,170.94
502,166,18,4,325.63,195.38,1107.14
503,166,137,2,48.66,0,97.32
504,167,28,4,100.99,40.4,363.56
505,167,127,2,111.61,22.32,200.9
506,167,130,4,32.26,0,129.04
507,167,125,2,65.72,19.72,111.72
508,168,167,5,284.99,142.5,1282.45
509,168,9,2,445.49,0,890.98
510,168,131,1,8.99,0,8.99
511,168,160,3,355.69,0,1067.07
512,169,31,2,189.7,0,379.4
513,169,28,1,100.99,5.05,95.94
514,169,115,3,91.5,27.45,247.05
515,170,175,1,167.42,0,167.42
516,170,76,4,71.53,14.31,271.81
517,170,26,4,237.54,0,950.16
518,170,16,3,100.05,30.02,270.13
519,171,1,1,784.44,0,784.44
520,171,67,1,165.1,0,165.1
521,171,130,4,32.26,0,129.04
522,171,160,2,355.69,0,711.38
523,172,139,5,96.93,24.23,460.42
524,172,59,3,11.84,0,35.52
525,173,38,3,196.28,0,588.84
526,173,28,3,100.99,15.15,287.82
527,174,38,4,196.28,0,785.12
528,174,42,1,218.88,21.89,196.99
529,175,76,4,71.53,14.31,271.81
530,175,173,3,135.57,61.01,345.7
531,175,135,5,49.07,36.8,208.55
532,175,180,1,170.32,8.52,161.8
533,176,7,4,139.25,0,557
534,176,1,2,784.44,235.33,1333.55
535,176,18,3,325.63,97.69,879.2
536,177,30,1,64.7,6.47,58.23
537,177,163,4,226.52,0,906.08
538,177,26,4,237.54,95.02,855.14
539,177,59,4,11.84,0,47.36
540,178,19,1,89.64,0,89.64
541,178,160,4,355.69,71.14,1351.62
542,179,99,4,24.54,0,98.16
543,179,38,3,196.28,29.44,559.4
544,179,98,3,86.81,13.02,247.41
545,180,71,1,464.53,0,464.53
546,180,63,3,179.51,26.93,511.6
547,181,46,4,36.66,14.66,131.98
548,181,150,5,64.97,0,324.85
549,181,59,5,11.84,5.92,53.28
550,182,39,2,41.63,0,83.26
551,183,39,3,41.63,6.24,118.65
552,183,26,2,237.54,23.75,451.33
553,183,34,1,163.1,16.31,146.79
554,184,6,2,582.88,58.29,1107.47
555,184,147,2,68.46,0,136.92
556,185,160,4,355.69,0,1422.76
557,186,34,4,163.1,32.62,619.78
558,186,67,5,165.1,0,825.5
559,187,100,2,102.73,10.27,195.19
560,187,141,2,74.42,0,148.84
561,187,111,2,50.27,0,100.54
562,187,28,1,100.99,20.2,80.79
563,188,99,3,24.54,3.68,69.94
564,188,150,1,64.97,0,64.97
565,189,158,3,333.15,99.95,899.5
566,189,141,5,74.42,0,372.1
567,189,8,5,119,119,476
568,189,31,4,189.7,75.88,682.92
569,190,67,4,165.1,33.02,627.38
570,190,115,2,91.5,0,183
571,190,111,5,50.27,37.7,213.65
572,190,63,4,179.51,0,718.04
573,191,128,3,46.57,0,139.71
574,191,127,3,111.61,16.74,318.09
575,192,1,2,784.44,156.89,1411.99
576,192,176,1,159.1,23.87,135.23
577,192,10,1,679.85,33.99,645.86
578,192,31,2,189.7,37.94,341.46
579,193,8,3,119,17.85,339.15
580,193,48,4,122.03,48.81,439.31
581,193,130,5,32.26,24.2,137.1
582,193,98,2,86.81,8.68,164.94
583,194,46,2,36.66,0,73.32
584,194,76,2,71.53,14.31,128.75
585,194,7,3,139.25,0,417.75
586,194,6,3,582.88,87.43,1661.21
587,195,63,1,179.51,0,179.51
588,195,31,4,189.7,0,758.8
589,195,160,2,355.69,35.57,675.81
590,196,88,4,56.98,34.19,193.73
591,197,130,3,32.26,0,96.78
592,197,102,4,256.23,51.25,973.67
593,198,156,3,273.52,0,820.56
594,198,155,3,48.02,0,144.06
595,198,18,2,325.63,0,651.26
596,198,157,1,351.75,0,351.75
597,198,26,5,237.54,237.54,950.16
598,199,5,4,631.63,0,2526.52
599,199,147,5,68.46,0,342.3
600,199,18,3,325.63,0,976.89
601,200,30,1,64.7,0,64.7
602,200,130,2,32.26,0,64.52
603,200,42,5,218.88,164.16,930.24
604,200,18,5,325.63,81.41,1546.74
605,201,102,1,256.23,0,256.23
606,201,153,4,270.19,0,1080.76
607,202,147,1,68.46,6.85,61.61
608,202,67,2,165.1,16.51,313.69
609,202,143,3,61.69,0,185.07
610,203,59,1,11.84,0,11.84
611,203,46,4,36.66,14.66,131.98
612,203,48,4,122.03,0,488.12
613,204,141,3,74.42,0,223.26
614,204,139,3,96.93,14.54,276.25
615,204,160,4,355.69,71.14,1351.62
616,205,139,2,96.93,0,193.86
617,206,141,2,74.42,14.88,133.96
618,206,35,4,201.51,0,806.04
619,207,39,3,41.63,6.24,118.65
620,207,59,1,11.84,0.59,11.25
621,208,102,5,256.23,0,1281.15
622,208,98,2,86.81,8.68,164.94
623,208,11,3,731.47,109.72,2084.69
624,208,6,4,582.88,0,2331.52
625,208,71,5,464.53,348.4,1974.25
626,209,160,4,355.69,71.14,1351.62
627,209,115,3,91.5,41.18,233.32
628,209,152,4,304.15,121.66,1094.94
629,209,158,1,333.15,0,333.15
630,210,8,1,119,11.9,107.1
631,210,102,1,256.23,25.62,230.61
632,211,100,5,102.73,0,513.65
633,211,179,3,183.74,0,551.22
634,211,163,4,226.52,45.3,860.78
635,212,139,1,96.93,9.69,87.24
636,212,128,4,46.57,18.63,167.65
637,212,145,2,18.06,0,36.12
638,213,59,5,11.84,0,59.2
639,213,76,2,71.53,0,143.06
640,213,175,5,167.42,0,837.1
641,214,152,2,304.15,30.42,577.88
642,214,31,4,189.7,37.94,720.86
643,214,148,3,42,0,126
644,214,100,1,102.73,10.27,92.46
645,215,28,4,100.99,20.2,383.76
646,215,135,4,49.07,9.81,186.47
647,216,130,4,32.26,0,129.04
648,216,125,4,65.72,0,262.88
649,216,129,2,146.74,0,293.48
650,217,35,2,201.51,0,403.02
651,218,166,5,142.79,0,713.95
652,218,175,2,167.42,0,334.84
653,218,63,5,179.51,0,897.55
654,218,180,3,170.32,0,510.96
655,218,171,4,248.68,49.74,944.98
656,219,10,3,679.85,0,2039.55
657,219,153,1,270.19,0,270.19
658,220,128,5,46.57,11.64,221.21
659,220,145,5,18.06,0,90.3
660,220,63,1,179.51,8.98,170.53
661,220,65,3,495.18,0,1485.54
662,221,71,4,464.53,185.81,1672.31
663,221,42,5,218.88,164.16,930.24
664,221,67,2,165.1,66.04,264.16
665,221,43,3,77.22,0,231.66
666,222,65,4,495.18,198.07,1782.65
667,222,180,1,170.32,0,170.32
668,222,6,4,582.88,116.58,2214.94
669,223,150,1,64.97,0,64.97
670,223,167,1,284.99,14.25,270.74
671,224,158,2,333.15,66.63,599.67
672,225,145,3,18.06,2.71,51.47
673,225,98,1,86.81,0,86.81
674,225,147,3,68.46,10.27,195.11
675,226,9,3,445.49,0,1336.47
676,226,48,3,122.03,36.61,329.48
677,226,155,3,48.02,7.2,136.86
678,226,150,5,64.97,0,324.85
679,227,152,3,304.15,45.62,866.83
680,227,42,4,218.88,0,875.52
681,227,33,3,146.52,0,439.56
682,227,31,4,189.7,0,758.8
683,228,59,3,11.84,1.78,33.74
684,228,88,4,56.98,0,227.92
685,228,150,5,64.97,16.24,308.61
686,229,42,3,218.88,32.83,623.81
687,229,125,1,65.72,0,65.72
688,230,99,3,24.54,3.68,69.94
689,230,111,1,50.27,2.51,47.76
690,230,76,5,71.53,0,357.65
691,231,48,2,122.03,0,244.06
692,231,59,4,11.84,4.74,42.62
693,232,166,3,142.79,21.42,406.95
694,232,102,5,256.23,128.12,1153.03
695,232,167,2,284.99,57,512.98
696,233,98,1,86.81,8.68,78.13
697,233,6,5,582.88,0,2914.4
698,234,33,5,146.52,73.26,659.34
699,234,148,3,42,0,126
700,234,102,1,256.23,12.81,243.42
701,234,12,5,382.07,0,1910.35
702,235,166,5,142.79,71.4,642.55
703,235,34,1,163.1,16.31,146.79
704,235,173,1,135.57,13.56,122.01
705,236,30,4,64.7,0,258.8
706,236,10,3,679.85,0,2039.55
707,236,115,2,91.5,36.6,146.4
708,236,28,1,100.99,15.15,85.84
709,237,5,4,631.63,0,2526.52
710,237,10,3,679.85,101.98,1937.57
711,238,11,2,731.47,219.44,1243.5
712,238,117,1,82.18,4.11,78.07
713,238,10,4,679.85,0,2719.4
714,239,1,2,784.44,0,1568.88
715,239,180,2,170.32,34.06,306.58
716,239,9,4,445.49,356.39,1425.57
717,239,152,3,304.15,45.62,866.83
718,240,152,1,304.15,0,304.15
719,240,4,3,170.24,76.61,434.11
720,240,12,3,382.07,171.93,974.28
721,240,5,2,631.63,63.16,1200.1
722,241,42,2,218.88,0,437.76
723,241,34,1,163.1,0,163.1
724,242,99,2,24.54,2.45,46.63
725,242,59,4,11.84,0,47.36
726,243,7,4,139.25,0,557
727,243,1,3,784.44,117.67,2235.65
728,243,2,2,645.05,0,1290.1
