customer_id,customer_code,signup_date,gender,age_band,city,state,acquisition_channel,customer_status
37,CUST-00037,07-11-2023,Male,35-44,Portland,OR,Direct,Active
38,CUST-00038,29-12-2023,Male,18-24,Miami,FL,Organic Search,Active
39,CUST-00039,14-09-2023,Male,45-54,Seattle,WA,Paid Search,Active
40,CUST-00040,14-08-2025,Male,25-34,Portland,OR,Direct,Active
41,CUST-00041,16-07-2023,Male,45-54,San Antonio,TX,Organic Search,Active
42,CUST-00042,12-07-2024,Female,25-34,Seattle,WA,Referral,Active
43,CUST-00043,19-06-2023,Male,25-34,Atlanta,GA,Paid Search,Inactive
44,CUST-00044,04-05-2024,Female,35-44,Houston,TX,Paid Search,Active
45,CUST-00045,15-01-2025,Female,35-44,Houston,TX,Direct,Active
46,CUST-00046,19-11-2024,Male,55-64,Dallas,TX,Social Media,Active
47,CUST-00047,09-08-2023,Female,55-64,Miami,FL,Organic Search,Active
48,CUST-00048,12-11-2025,Male,35-44,Austin,TX,Organic Search,Active
49,CUST-00049,28-11-2024,Male,45-54,Chicago,IL,Email,Active
50,CUST-00050,02-07-2024,Male,45-54,Las Vegas,NV,Email,Active
51,CUST-00051,01-01-2024,Male,25-34,New York,NY,Direct,Active
52,CUST-00052,18-04-2024,Male,45-54,Dallas,TX,Organic Search,Active
53,CUST-00053,07-09-2024,Female,55-64,Los Angeles,CA,Social Media,Active
54,CUST-00054,16-09-2024,Male,45-54,Phoenix,AZ,Social Media,Active
55,CUST-00055,11-07-2024,Male,25-34,Houston,TX,Social Media,Active
56,CUST-00056,14-09-2023,Male,55-64,Portland,OR,Email,Active
57,CUST-00057,10-03-2024,Male,25-34,Los Angeles,CA,Social Media,Active
58,CUST-00058,11-01-2025,Female,18-24,Chicago,IL,Referral,Active
59,CUST-00059,08-09-2023,Male,65+,Denver,CO,Paid Search,Active
60,CUST-00060,09-10-2023,Male,25-34,Los Angeles,CA,Social Media,Active
61,CUST-00061,16-11-2024,Female,55-64,Charlotte,NC,Social Media,Active
62,CUST-00062,21-08-2023,Male,35-44,Miami,FL,Social Media,Inactive
63,CUST-00063,08-02-2024,Male,35-44,Houston,TX,Organic Search,Active
64,CUST-00064,23-04-2025,Male,18-24,Jacksonville,FL,Organic Search,Active
65,CUST-00065,27-06-2023,Male,25-34,Denver,CO,Paid Search,Inactive
66,CUST-00066,12-02-2025,Female,45-54,Columbus,OH,Organic Search,Active
67,CUST-00067,28-11-2023,Female,25-34,Charlotte,NC,Organic Search,Inactive
68,CUST-00068,10-10-2023,Female,65+,Phoenix,AZ,Organic Search,Active
69,CUST-00069,26-08-2025,Male,35-44,Chicago,IL,Paid Search,Active
70,CUST-00070,24-10-2024,Male,35-44,Los Angeles,CA,Organic Search,Active
71,CUST-00071,24-11-2023,Female,45-54,Chicago,IL,Direct,Inactive
72,CUST-00072,26-07-2025,Female,18-24,Atlanta,GA,Paid Search,Active
73,CUST-00073,21-09-2024,Male,45-54,Phoenix,AZ,Organic Search,Inactive
74,CUST-00074,25-08-2023,Female,45-54,New York,NY,Referral,Active
75,CUST-00075,19-06-2023,Female,45-54,San Antonio,TX,Direct,Active
76,CUST-00076,26-01-2025,Male,45-54,Houston,TX,Paid Search,Active
77,CUST-00077,10-08-2025,Female,25-34,Las Vegas,NV,Paid Search,Active
78,CUST-00078,03-11-2024,Male,35-44,Miami,FL,Organic Search,Active
79,CUST-00079,13-09-2023,Male,55-64,Charlotte,NC,Paid Search,Active
80,CUST-00080,10-11-2025,Female,45-54,San Antonio,TX,Organic Search,Active
81,CUST-00081,02-12-2023,Male,65+,New York,NY,Social Media,Active
82,CUST-00082,04-10-2024,Male,65+,Houston,TX,Organic Search,Inactive
83,CUST-00083,21-09-2025,Male,25-34,Dallas,TX,Paid Search,Active
84,CUST-00084,17-05-2025,Prefer not to say,45-54,Philadelphia,PA,Organic Search,Active
85,CUST-00085,04-09-2024,Prefer not to say,45-54,Seattle,WA,Paid Search,Active
86,CUST-00086,20-09-2023,Female,55-64,Houston,TX,Organic Search,Active
87,CUST-00087,03-05-2024,Female,55-64,Las Vegas,NV,Organic Search,Active
88,CUST-00088,29-08-2024,Female,25-34,Seattle,WA,Paid Search,Active
89,CUST-00089,13-07-2023,Female,18-24,Nashville,TN,Paid Search,Active
90,CUST-00090,08-02-2024,Male,25-34,Philadelphia,PA,Referral,Active
91,CUST-00091,06-06-2023,Female,35-44,Phoenix,AZ,Organic Search,Active
92,CUST-00092,24-12-2023,Male,35-44,San Jose,CA,Paid Search,Active
93,CUST-00093,15-07-2025,Female,18-24,Charlotte,NC,Referral,Active
94,CUST-00094,29-09-2024,Female,18-24,Miami,FL,Referral,Active
95,CUST-00095,21-11-2023,Female,25-34,Denver,CO,Paid Search,Active
96,CUST-00096,02-11-2023,Female,55-64,Chicago,IL,Organic Search,Active
97,CUST-00097,04-09-2023,Male,25-34,Fort Worth,TX,Social Media,Active
98,CUST-00098,01-01-2024,Male,25-34,Seattle,WA,Organic Search,Active
99,CUST-00099,21-08-2024,Female,55-64,Los Angeles,CA,Social Media,Active
100,CUST-00100,29-12-2024,Female,25-34,Jacksonville,FL,Direct,Active
101,CUST-00101,10-07-2025,Female,25-34,Boston,MA,Referral,Active
102,CUST-00102,14-08-2024,Female,18-24,Portland,OR,Paid Search,Active
103,CUST-00103,09-10-2024,Male,25-34,Los Angeles,CA,Organic Search,Active
104,CUST-00104,22-08-2024,Female,18-24,Las Vegas,NV,Paid Search,Active
105,CUST-00105,11-09-2023,Prefer not to say,35-44,Chicago,IL,Direct,Active
106,CUST-00106,17-07-2023,Female,45-54,Philadelphia,PA,Paid Search,Active
107,CUST-00107,01-09-2025,Male,45-54,Los Angeles,CA,Referral,Active
108,CUST-00108,20-02-2025,Male,25-34,Atlanta,GA,Paid Search,Active
109,CUST-00109,15-07-2023,Male,25-34,Philadelphia,PA,Organic Search,Active
110,CUST-00110,29-07-2023,Female,45-54,Chicago,IL,Direct,Active
111,CUST-00111,01-05-2024,Female,25-34,Phoenix,AZ,Social Media,Active
112,CUST-00112,09-09-2023,Female,25-34,San Diego,CA,Paid Search,Inactive
113,CUST-00113,10-02-2024,Female,25-34,Nashville,TN,Referral,Active
114,CUST-00114,25-06-2024,Male,35-44,Los Angeles,CA,Organic Search,Active
115,CUST-00115,02-06-2023,Female,35-44,Philadelphia,PA,Paid Search,Active
116,CUST-00116,23-06-2023,Female,45-54,Atlanta,GA,Organic Search,Active
117,CUST-00117,22-10-2023,Female,45-54,Los Angeles,CA,Organic Search,Active
118,CUST-00118,28-12-2024,Female,18-24,Austin,TX,Social Media,Active
119,CUST-00119,19-08-2023,Female,45-54,San Antonio,TX,Direct,Active
120,CUST-00120,13-09-2023,Female,35-44,Chicago,IL,Organic Search,Active
121,CUST-00121,31-12-2024,Male,18-24,Phoenix,AZ,Paid Search,Active
122,CUST-00122,16-11-2024,Female,55-64,San Antonio,TX,Organic Search,Active
123,CUST-00123,14-01-2025,Male,45-54,Portland,OR,Organic Search,Active
124,CUST-00124,06-02-2025,Female,25-34,Jacksonville,FL,Paid Search,Inactive
125,CUST-00125,10-01-2025,Male,35-44,Atlanta,GA,Social Media,Active
126,CUST-00126,28-05-2025,Female,18-24,Columbus,OH,Email,Inactive
127,CUST-00127,02-02-2024,Male,35-44,Charlotte,NC,Paid Search,Active
128,CUST-00128,08-06-2024,Female,55-64,Nashville,TN,Paid Search,Active
129,CUST-00129,09-12-2023,Male,45-54,Denver,CO,Email,Active
130,CUST-00130,02-07-2023,Female,55-64,New York,NY,Direct,Active
131,CUST-00131,13-08-2023,Female,35-44,Dallas,TX,Organic Search,Active
132,CUST-00132,21-12-2023,Female,45-54,Washington,DC,Direct,Active
133,CUST-00133,30-05-2025,Female,45-54,Austin,TX,Organic Search,Active
134,CUST-00134,17-03-2024,Male,25-34,Denver,CO,Referral,Active
135,CUST-00135,23-04-2025,Female,25-34,Houston,TX,Paid Search,Inactive
136,CUST-00136,23-03-2024,Male,25-34,Austin,TX,Social Media,Active
137,CUST-00137,16-07-2023,Female,55-64,New York,NY,Organic Search,Active
138,CUST-00138,16-06-2025,Female,35-44,San Antonio,TX,Email,Active
139,CUST-00139,13-11-2023,Female,45-54,San Jose,CA,Email,Active
140,CUST-00140,21-07-2024,Female,25-34,Los Angeles,CA,Social Media,Active
141,CUST-00141,02-03-2024,Male,55-64,Atlanta,GA,Paid Search,Active
142,CUST-00142,15-09-2025,Non-binary,55-64,Houston,TX,Paid Search,Inactive
143,CUST-00143,27-07-2024,Female,45-54,Austin,TX,Email,Active
144,CUST-00144,06-10-2023,Female,55-64,New York,NY,Direct,Active
145,CUST-00145,08-05-2024,Female,25-34,Portland,OR,Paid Search,Active
146,CUST-00146,11-07-2025,Male,25-34,Nashville,TN,Email,Active
147,CUST-00147,25-11-2024,Female,25-34,San Jose,CA,Email,Active
148,CUST-00148,13-08-2024,Male,25-34,Los Angeles,CA,Paid Search,Active
149,CUST-00149,26-12-2023,Female,35-44,Washington,DC,Referral,Active
150,CUST-00150,18-10-2023,Female,35-44,Fort Worth,TX,Social Media,Active
151,CUST-00151,01-12-2023,Female,25-34,San Antonio,TX,Direct,Active
152,CUST-00152,05-07-2023,Male,35-44,Atlanta,GA,Organic Search,Active
153,CUST-00153,19-07-2023,Male,45-54,Fort Worth,TX,Social Media,Active
154,CUST-00154,24-10-2023,Male,45-54,Dallas,TX,Organic Search,Active
155,CUST-00155,25-08-2023,Female,18-24,Chicago,IL,Social Media,Active
156,CUST-00156,16-03-2025,Male,35-44,San Jose,CA,Social Media,Active
157,CUST-00157,15-06-2023,Female,18-24,Seattle,WA,Direct,Active
158,CUST-00158,27-02-2024,Male,45-54,Charlotte,NC,Referral,Active
159,CUST-00159,29-10-2024,Female,45-54,San Jose,CA,Direct,Active
160,CUST-00160,05-03-2024,Female,35-44,Las Vegas,NV,Direct,Inactive
161,CUST-00161,13-06-2024,Female,45-54,Columbus,OH,Direct,Active
162,CUST-00162,03-05-2025,Male,25-34,Atlanta,GA,Social Media,Active
163,CUST-00163,03-11-2024,Male,25-34,Nashville,TN,Paid Search,Active
164,CUST-00164,24-02-2024,Female,45-54,San Diego,CA,Email,Inactive
165,CUST-00165,08-12-2023,Male,18-24,Columbus,OH,Email,Active
166,CUST-00166,17-05-2024,Female,55-64,San Antonio,TX,Email,Active
167,CUST-00167,02-05-2025,Female,35-44,Boston,MA,Social Media,Active
168,CUST-00168,26-12-2023,Male,35-44,Houston,TX,Paid Search,Active
169,CUST-00169,15-07-2023,Male,25-34,Fort Worth,TX,Email,Active
170,CUST-00170,27-09-2023,Male,35-44,Chicago,IL,Direct,Active
171,CUST-00171,27-11-2025,Female,55-64,Seattle,WA,Email,Active
172,CUST-00172,29-01-2024,Female,45-54,San Antonio,TX,Referral,Active
173,CUST-00173,21-03-2024,Female,18-24,New York,NY,Email,Active
174,CUST-00174,01-03-2025,Male,35-44,Chicago,IL,Organic Search,Active
175,CUST-00175,02-10-2025,Male,45-54,San Antonio,TX,Email,Active
176,CUST-00176,03-07-2023,Female,35-44,Dallas,TX,Direct,Active
177,CUST-00177,30-08-2025,Male,35-44,Columbus,OH,Referral,Active
178,CUST-00178,24-11-2023,Male,65+,Portland,OR,Referral,Active
179,CUST-00179,30-11-2023,Female,45-54,Phoenix,AZ,Email,Active
180,CUST-00180,16-02-2024,Female,35-44,Houston,TX,Email,Active
181,CUST-00181,23-12-2024,Male,65+,Nashville,TN,Organic Search,Active
182,CUST-00182,01-04-2025,Female,45-54,Chicago,IL,Direct,Active
183,CUST-00183,02-09-2023,Non-binary,45-54,New York,NY,Email,Active
184,CUST-00184,31-12-2023,Male,45-54,Phoenix,AZ,Email,Active
185,CUST-00185,08-09-2023,Non-binary,55-64,San Antonio,TX,Organic Search,Active
186,CUST-00186,06-08-2023,Female,25-34,Philadelphia,PA,Referral,Active
187,CUST-00187,21-01-2024,Female,45-54,Washington,DC,Paid Search,Active
188,CUST-00188,26-06-2024,Male,35-44,Washington,DC,Social Media,Active
189,CUST-00189,27-04-2025,Female,55-64,Miami,FL,Paid Search,Active
190,CUST-00190,04-01-2024,Female,45-54,Phoenix,AZ,Referral,Active
191,CUST-00191,25-02-2025,Male,55-64,Charlotte,NC,Organic Search,Active
192,CUST-00192,20-02-2025,Male,25-34,San Diego,CA,Social Media,Active
193,CUST-00193,14-04-2024,Male,45-54,Fort Worth,TX,Social Media,Active
194,CUST-00194,29-10-2025,Male,25-34,Columbus,OH,Direct,Active
195,CUST-00195,02-01-2024,Female,18-24,Chicago,IL,Email,Active
196,CUST-00196,16-07-2023,Male,35-44,San Diego,CA,Paid Search,Active
197,CUST-00197,05-05-2024,Male,18-24,Phoenix,AZ,Social Media,Active
198,CUST-00198,28-07-2024,Male,25-34,Los Angeles,CA,Email,Active
199,CUST-00199,01-11-2023,Male,45-54,Dallas,TX,Organic Search,Active
200,CUST-00200,05-01-2024,Female,45-54,Austin,TX,Email,Active
201,CUST-00201,20-10-2025,Male,35-44,Washington,DC,Referral,Active
202,CUST-00202,26-04-2024,Male,45-54,New York,NY,Organic Search,Active
203,CUST-00203,26-10-2025,Male,55-64,San Diego,CA,Social Media,Active
204,CUST-00204,04-06-2024,Prefer not to say,55-64,San Jose,CA,Paid Search,Active
205,CUST-00205,04-11-2023,Male,18-24,Austin,TX,Direct,Active
206,CUST-00206,20-11-2023,Male,45-54,New York,NY,Paid Search,Active
207,CUST-00207,03-03-2025,Female,55-64,Chicago,IL,Organic Search,Active
208,CUST-00208,29-09-2024,Male,65+,San Jose,CA,Social Media,Active
209,CUST-00209,28-09-2023,Female,65+,Charlotte,NC,Direct,Active
210,CUST-00210,08-07-2025,Female,18-24,Dallas,TX,Organic Search,Active
211,CUST-00211,18-12-2023,Male,18-24,Jacksonville,FL,Social Media,Active
212,CUST-00212,29-08-2023,Male,35-44,Dallas,TX,Organic Search,Active
213,CUST-00213,04-10-2025,Female,35-44,Phoenix,AZ,Paid Search,Active
214,CUST-00214,13-05-2025,Female,55-64,Denver,CO,Social Media,Active
215,CUST-00215,05-12-2023,Female,65+,New York,NY,Organic Search,Active
216,CUST-00216,30-03-2025,Female,45-54,San Diego,CA,Social Media,Active
217,CUST-00217,30-06-2024,Female,55-64,Chicago,IL,Social Media,Active
218,CUST-00218,13-07-2023,Male,55-64,San Jose,CA,Referral,Inactive
219,CUST-00219,21-07-2025,Male,45-54,New York,NY,Organic Search,Active
220,CUST-00220,18-07-2025,Female,18-24,Houston,TX,Referral,Active
221,CUST-00221,07-03-2024,Non-binary,35-44,Miami,FL,Direct,Active
222,CUST-00222,04-01-2024,Female,45-54,San Diego,CA,Organic Search,Active
223,CUST-00223,07-08-2024,Male,35-44,Phoenix,AZ,Organic Search,Active
224,CUST-00224,05-07-2023,Male,45-54,San Diego,CA,Organic Search,Active
225,CUST-00225,17-09-2023,Female,55-64,Austin,TX,Email,Active
226,CUST-00226,09-07-2024,Non-binary,18-24,Columbus,OH,Organic Search,Active
227,CUST-00227,21-07-2023,Male,35-44,Los Angeles,CA,Email,Active
228,CUST-00228,28-03-2025,Female,35-44,Philadelphia,PA,Direct,Active
229,CUST-00229,09-06-2023,Male,65+,Portland,OR,Social Media,Inactive
230,CUST-00230,21-06-2024,Male,35-44,Miami,FL,Paid Search,Inactive
231,CUST-00231,24-04-2025,Female,25-34,Austin,TX,Paid Search,Active
232,CUST-00232,11-06-2023,Female,35-44,Portland,OR,Referral,Active
233,CUST-00233,06-08-2025,Male,25-34,Los Angeles,CA,Direct,Active
234,CUST-00234,30-07-2023,Male,45-54,Chicago,IL,Organic Search,Active
235,CUST-00235,23-10-2024,Female,25-34,Los Angeles,CA,Paid Search,Active
236,CUST-00236,04-07-2024,Male,25-34,Boston,MA,Direct,Active
237,CUST-00237,07-12-2023,Female,35-44,Fort Worth,TX,Direct,Active
238,CUST-00238,02-04-2025,Male,35-44,New York,NY,Organic Search,Active
239,CUST-00239,07-10-2024,Female,35-44,Dallas,TX,Referral,Active
240,CUST-00240,07-05-2024,Male,25-34,Columbus,OH,Organic Search,Active
241,CUST-00241,12-10-2023,Male,45-54,Atlanta,GA,Social Media,Active
242,CUST-00242,04-08-2025,Female,25-34,Los Angeles,CA,Paid Search,Active
243,CUST-00243,09-05-2025,Female,18-24,Los Angeles,CA,Social Media,Active
244,CUST-00244,26-10-2023,Female,35-44,San Jose,CA,Direct,Active
245,CUST-00245,24-12-2023,Female,25-34,Washington,DC,Social Media,Active
246,CUST-00246,22-08-2023,Male,45-54,Boston,MA,Social Media,Active
247,CUST-00247,20-12-2024,Male,35-44,Philadelphia,PA,Email,Active
248,CUST-00248,01-04-2025,Female,35-44,Charlotte,NC,Organic Search,Active
249,CUST-00249,22-02-2024,Female,35-44,Houston,TX,Email,Active
250,CUST-00250,26-03-2024,Female,35-44,Seattle,WA,Paid Search,Active
251,CUST-00251,10-07-2025,Male,25-34,Los Angeles,CA,Paid Search,Active
252,CUST-00252,18-06-2023,Female,25-34,New York,NY,Social Media,Active
253,CUST-00253,25-02-2025,Male,18-24,Miami,FL,Social Media,Inactive
254,CUST-00254,27-02-2025,Male,25-34,Portland,OR,Paid Search,Active
255,CUST-00255,22-06-2024,Female,45-54,Austin,TX,Social Media,Active
256,CUST-00256,08-12-2023,Male,45-54,Charlotte,NC,Social Media,Active
257,CUST-00257,23-06-2024,Female,35-44,Seattle,WA,Paid Search,Active
258,CUST-00258,25-07-2023,Female,55-64,Philadelphia,PA,Direct,Active
259,CUST-00259,21-04-2025,Female,25-34,Portland,OR,Email,Active
260,CUST-00260,16-04-2025,Female,35-44,Seattle,WA,Referral,Active
261,CUST-00261,01-05-2024,Male,45-54,Washington,DC,Organic Search,Active
262,CUST-00262,27-01-2024,Non-binary,18-24,Miami,FL,Organic Search,Active
263,CUST-00263,09-06-2023,Male,25-34,New York,NY,Paid Search,Active
264,CUST-00264,31-05-2024,Female,35-44,Nashville,TN,Organic Search,Active
265,CUST-00265,09-01-2025,Female,55-64,Chicago,IL,Social Media,Active
266,CUST-00266,27-01-2025,Male,35-44,New York,NY,Paid Search,Active
267,CUST-00267,20-11-2023,Male,65+,Phoenix,AZ,Organic Search,Active
268,CUST-00268,29-06-2023,Female,18-24,Los Angeles,CA,Email,Inactive
269,CUST-00269,16-09-2025,Female,65+,New York,NY,Paid Search,Active
270,CUST-00270,06-09-2024,Female,45-54,Las Vegas,NV,Email,Active
271,CUST-00271,23-10-2023,Male,25-34,Columbus,OH,Paid Search,Active
272,CUST-00272,06-05-2024,Male,25-34,Houston,TX,Referral,Inactive
273,CUST-00273,19-06-2024,Male,25-34,Las Vegas,NV,Organic Search,Inactive
274,CUST-00274,03-11-2023,Male,25-34,Austin,TX,Organic Search,Active
275,CUST-00275,15-10-2024,Male,45-54,Columbus,OH,Paid Search,Active
276,CUST-00276,07-06-2023,Male,65+,Houston,TX,Email,Inactive
277,CUST-00277,11-12-2024,Female,55-64,Phoenix,AZ,Social Media,Active
278,CUST-00278,16-01-2025,Male,45-54,Dallas,TX,Paid Search,Active
279,CUST-00279,19-05-2024,Female,55-64,Las Vegas,NV,Social Media,Active
280,CUST-00280,28-08-2023,Male,35-44,Seattle,WA,Direct,Active
281,CUST-00281,02-05-2025,Female,55-64,Austin,TX,Paid Search,Active
282,CUST-00282,02-03-2024,Male,18-24,Houston,TX,Referral,Active
283,CUST-00283,02-10-2025,Female,35-44,San Jose,CA,Email,Active
284,CUST-00284,27-02-2025,Male,35-44,Las Vegas,NV,Organic Search,Active
285,CUST-00285,29-03-2025,Male,25-34,San Antonio,TX,Direct,Active
286,CUST-00286,19-07-2023,Male,25-34,Miami,FL,Referral,Active
287,CUST-00287,07-10-2023,Male,35-44,Philadelphia,PA,Paid Search,Active
288,CUST-00288,29-10-2025,Male,25-34,Miami,FL,Organic Search,Inactive
289,CUST-00289,15-02-2024,Male,25-34,Phoenix,AZ,Organic Search,Active
290,CUST-00290,02-07-2024,Female,55-64,Charlotte,NC,Social Media,Active
291,CUST-00291,06-08-2025,Male,35-44,San Antonio,TX,Organic Search,Active
292,CUST-00292,06-02-2024,Male,25-34,Los Angeles,CA,Organic Search,Active
293,CUST-00293,31-10-2023,Male,25-34,Portland,OR,Organic Search,Active
294,CUST-00294,16-09-2023,Male,25-34,Los Angeles,CA,Social Media,Active
295,CUST-00295,30-09-2023,Male,35-44,San Jose,CA,Social Media,Active
296,CUST-00296,05-12-2024,Female,25-34,Miami,FL,Direct,Active
297,CUST-00297,16-05-2025,Prefer not to say,25-34,Portland,OR,Paid Search,Active
298,CUST-00298,22-10-2023,Female,35-44,Boston,MA,Email,Active
299,CUST-00299,07-02-2025,Female,35-44,Nashville,TN,Social Media,Active
300,CUST-00300,08-02-2024,Female,35-44,Houston,TX,Referral,Active
301,CUST-00301,09-11-2023,Male,55-64,Houston,TX,Paid Search,Active
302,CUST-00302,21-05-2024,Male,45-54,Portland,OR,Email,Active
303,CUST-00303,25-04-2024,Male,65+,Fort Worth,TX,Social Media,Active
304,CUST-00304,17-09-2023,Female,45-54,Denver,CO,Paid Search,Active
305,CUST-00305,09-01-2025,Male,55-64,Las Vegas,NV,Organic Search,Active
306,CUST-00306,13-11-2025,Male,25-34,Columbus,OH,Paid Search,Active
307,CUST-00307,03-12-2024,Male,45-54,Boston,MA,Organic Search,Active
308,CUST-00308,16-03-2024,Male,45-54,New York,NY,Referral,Active
309,CUST-00309,13-10-2023,Male,35-44,San Diego,CA,Email,Active
310,CUST-00310,12-11-2024,Female,55-64,San Jose,CA,Paid Search,Active
311,CUST-00311,01-08-2025,Female,35-44,New York,NY,Referral,Active
312,CUST-00312,09-10-2024,Female,25-34,Fort Worth,TX,Social Media,Active
313,CUST-00313,02-09-2025,Female,25-34,Fort Worth,TX,Referral,Active
314,CUST-00314,27-02-2024,Female,25-34,Denver,CO,Email,Active
315,CUST-00315,04-06-2023,Male,25-34,New York,NY,Email,Active
316,CUST-00316,28-01-2024,Male,25-34,New York,NY,Social Media,Inactive
317,CUST-00317,02-12-2023,Male,45-54,Boston,MA,Organic Search,Active
318,CUST-00318,21-06-2023,Male,45-54,San Antonio,TX,Organic Search,Active
319,CUST-00319,30-01-2024,Male,18-24,New York,NY,Paid Search,Active
320,CUST-00320,17-05-2024,Female,65+,Atlanta,GA,Direct,Active
321,CUST-00321,06-09-2025,Female,55-64,Denver,CO,Social Media,Active
322,CUST-00322,14-04-2024,Female,65+,Las Vegas,NV,Organic Search,Active
323,CUST-00323,06-10-2024,Female,55-64,Columbus,OH,Direct,Inactive
324,CUST-00324,24-03-2024,Male,65+,Columbus,OH,Referral,Active
325,CUST-00325,14-02-2025,Male,45-54,San Diego,CA,Paid Search,Active
326,CUST-00326,26-08-2023,Female,45-54,Atlanta,GA,Email,Active
327,CUST-00327,11-06-2023,Non-binary,35-44,San Antonio,TX,Social Media,Active
328,CUST-00328,27-09-2023,Male,45-54,Seattle,WA,Direct,Active
329,CUST-00329,07-10-2023,Male,55-64,Houston,TX,Email,Active
330,CUST-00330,18-06-2025,Female,55-64,Las Vegas,NV,Email,Active
331,CUST-00331,28-10-2024,Female,18-24,Atlanta,GA,Social Media,Active
332,CUST-00332,24-06-2025,Male,25-34,Phoenix,AZ,Organic Search,Inactive
333,CUST-00333,07-06-2025,Female,18-24,Phoenix,AZ,Social Media,Active
334,CUST-00334,17-09-2025,Male,45-54,Washington,DC,Social Media,Inactive
335,CUST-00335,28-11-2023,Male,25-34,Jacksonville,FL,Referral,Active
336,CUST-00336,06-08-2023,Male,45-54,Atlanta,GA,Direct,Active
337,CUST-00337,28-06-2023,Male,25-34,Los Angeles,CA,Organic Search,Active
338,CUST-00338,25-10-2024,Male,25-34,Austin,TX,Direct,Active
339,CUST-00339,06-10-2023,Female,55-64,Philadelphia,PA,Referral,Active
340,CUST-00340,01-08-2024,Male,55-64,Fort Worth,TX,Direct,Active
341,CUST-00341,20-10-2023,Prefer not to say,25-34,Nashville,TN,Organic Search,Active
342,CUST-00342,23-06-2023,Female,35-44,Las Vegas,NV,Email,Inactive
343,CUST-00343,11-01-2024,Male,45-54,Austin,TX,Paid Search,Active
344,CUST-00344,27-03-2025,Male,35-44,Philadelphia,PA,Direct,Active
345,CUST-00345,22-01-2024,Female,35-44,Phoenix,AZ,Social Media,Inactive
346,CUST-00346,03-06-2025,Female,35-44,Boston,MA,Referral,Active
347,CUST-00347,13-06-2023,Female,35-44,Charlotte,NC,Organic Search,Active
348,CUST-00348,19-04-2025,Female,45-54,New York,NY,Paid Search,Active
349,CUST-00349,06-08-2025,Female,35-44,Jacksonville,FL,Paid Search,Active
350,CUST-00350,01-10-2024,Female,18-24,Phoenix,AZ,Email,Inactive
351,CUST-00351,26-09-2024,Male,18-24,Los Angeles,CA,Organic Search,Active
352,CUST-00352,25-01-2025,Prefer not to say,55-64,Austin,TX,Email,Active
